,id,title,keywords,genres,director,producer,compositor,actor_1,actor_2,actor_3
5370,8966,Twilight,soulmates based on novel or book vampire forbidden love immortality trust desire duringcreditsstinger woman director interspecies romance based on young adult novel,Fantasy Drama Romance,Catherine Hardwicke,Wyck Godfrey,Carter Burwell,Kristen Stewart,Robert Pattinson,Billy Burke
5371,9836,Happy Feet,ocean fish zoo penguin tap dancing love crush snow anthropomorphism singing antarctica family duringcreditsstinger,Animation Comedy Family,George Miller,George Miller,John Powell,Elijah Wood,Robin Williams,Brittany Murphy
5372,9029,What Happens in Vegas,usa casino hotel roommate fictitious marriage party romantic comedy rivalry wedding las vegas drinking accidental marriage,Comedy Romance,Tom Vaughan,Michael Aguilar,Christophe Beck,Ashton Kutcher,Cameron Diaz,Lake Bell
5373,347375,Mile 22,cia martial arts handheld camera car chase top secret black ops political corruption intelligence officer elite forces tactical command unit,Action Thriller,Peter Berg,Peter Berg,,Mark Wahlberg,Lauren Cohan,Iko Uwais
5374,11228,Daylight,taxi new jersey helicopter river hero taxi driver race against time guard survival disaster new york city explosion power outage dog trapped flood tunnel trapped underground action hero,Action Adventure Thriller,Rob Cohen,John Davis,Randy Edelman,Sylvester Stallone,Amy Brenneman,Viggo Mortensen
5375,41439,Saw 3D,survivor violence self help guru tricycle prosthetic arm pig mask 3d,Horror Crime,Kevin Greutert,Mark Burg,Charlie Clouser,Tobin Bell,Costas Mandylor,Betsy Russell
5376,335866,Circle,murder survival morality voting alien abduction execution survival horror stranger battle for survival no memory survival game,Science Fiction Mystery Drama Thriller,Aaron Hann,Brent Stiefel,,Julie Benz,Carter Jenkins,Cesar Garcia
5377,2114,Final Fantasy: The Spirits Within,battle assignment dystopia alien downfall scientist based on video game,Adventure Action Animation Fantasy Science Fiction Thriller,Hironobu Sakaguchi,Jun Aida,Elliot Goldenthal,Donald Sutherland,Ming-Na Wen,Alec Baldwin
5378,10498,Point of No Return,assassin death penalty doomed man lethal injection,Crime Thriller,John Badham,Art Linson,,Bridget Fonda,Gabriel Byrne,Dermot Mulroney
5379,9275,Death to Smoochy,corruption moderator success irish mob duringcreditsstinger,Comedy Crime Drama Thriller,Danny DeVito,Andrew Lazar,David Newman,Robin Williams,Catherine Keener,Edward Norton
5380,11419,Vegas Vacation,gambling chaos roulette family holiday,Comedy,Stephen Kessler,Jerry Weintraub,Joel McNeely,Chevy Chase,Beverly D'Angelo,Randy Quaid
5381,15713,The First Star,,Comedy,Lucien Jean-Baptiste,,,Firmine Richard,Lucien Jean-Baptiste,Jimmy Woha
5382,331,Jurassic Park III,exotic island dna paleontology tyrannosaurus rex velociraptor spinosaurus airplane rescue mission dinosaur paragliding pterodactyl jurassic park,Adventure Action Thriller Science Fiction,Joe Johnston,Larry J. Franco,Don Davis,Sam Neill,William H. Macy,Téa Leoni
5383,18890,We're Back! A Dinosaur's Story,prehistoric dinosaur prehistoric creature prehistoric adventure prehistoric times,Animation Science Fiction Family,Phil Nibbelink,Steve Hickner,James Horner,John Goodman,Blaze Berdahl,Rhea Perlman
5384,55465,A Very Harold & Kumar Christmas,holiday indian lead beer christmas tree cannabis sequel vulgarity drugs east asian lead 3d beer pong,Comedy,Todd Strauss-Schulson,Greg Shapiro,William Ross,John Cho,Kal Penn,Neil Patrick Harris
5385,152792,Devil's Knot,arkansas biography based on a true story child murder 1990s,Crime Drama Thriller,Atom Egoyan,Paul Harris Boardman,Mychael Danna,Reese Witherspoon,Colin Firth,Mireille Enos
5386,10641,Autumn in New York,new love love of one's life unexpected happiness dying and death success kiss love relationship unhappiness woman director fear of dying,Drama Romance,Joan Chen,Tom Rosenberg,Gabriel Yared,Richard Gere,Winona Ryder,Anthony LaPaglia
5387,2084,Birthday Girl,robbery mail order bride bank clerk,Comedy Crime Thriller,Jez Butterworth,Steve Butterworth,Stephen Warbeck,Nicole Kidman,Ben Chaplin,Vincent Cassel
5388,268531,Captain Underpants: The First Epic Movie,underwear school principal grade school,Action Animation Comedy Family,David Soren,Chris Finnegan,,Kevin Hart,Ed Helms,Thomas Middleditch
5389,9080,Spies Like Us,spy cia asia cold war missile kgb bait,Comedy Adventure,John Landis,George Folsey Jr.,Elmer Bernstein,Chevy Chase,Dan Aykroyd,Steve Forrest
5390,2267,The Last Mimzy,parent child relationship cuddle rabbit children,Family Drama Science Fiction Adventure,Robert Shaye,Michael Phillips,Howard Shore,Chris O'Neil,Rhiannon Leigh Wryn,Joely Richardson
5391,10735,What a Girl Wants,london england parent child relationship daughter politician teenage girl american abroad teen comedy woman director,Comedy Romance Drama,Dennie Gordon,Denise Di Novi,Rupert Gregson-Williams,Amanda Bynes,Colin Firth,Kelly Preston
5392,292431,Love,paris france sex sexuality gallery pregnancy girlfriend love student teenager relationship break-up,Drama Romance,Gaspar Noé,Gaspar Noé,,Karl Glusman,Aomi Muyock,Klara Kristin
5393,342521,Keanu,hitman gangster strip club car chase kitten buddy comedy gun fight stolen pet designer drug,Action Comedy,Peter Atencio,Keegan-Michael Key,Steve Jablonsky,Jordan Peele,Keegan-Michael Key,Tiffany Haddish
5394,10185,The Midnight Meat Train,photographer butcher vegetarian midnight blood splatter gore stalking diner decapitation blood violence subway train very little dialogue,Mystery Horror,Ryûhei Kitamura,Clive Barker,,Bradley Cooper,Vinnie Jones,Brooke Shields
5395,1257,Because I Said So,sibling relationship mother guitar parent child relationship profession new love architect mother role lonely hearts ad men clothing single los angeles fashion single father,Comedy Romance,Michael Lehmann,Paul Brooks,,Diane Keaton,Mandy Moore,Gabriel Macht
5396,85872,Le Chef,,Comedy,Daniel Cohen,,,Jean Reno,Michaël Youn,Raphaëlle Agogué
5397,2082,Halloween,mask babysitter sadism psychopath escape cowardliness cruelty extreme violence maniac reboot duringcreditsstinger disturbed child,Horror,Rob Zombie,Rob Zombie,Tyler Bates,Malcolm McDowell,Brad Dourif,Daeg Faerch
5398,52067,Cedar Rapids,hotel infidelity one-night stand friendship swimming pool drinking naive duringcreditsstinger,Comedy,Miguel Arteta,Jim Burke,,Ed Helms,John C. Reilly,Anne Heche
5399,10025,Just My Luck,jinx bad luck kiss romantic comedy alcohol abuse celebration envy luck mysterious stranger masquerade,Comedy Drama Family Fantasy Romance,Donald Petrie,Arnon Milchan,Teddy Castellucci,Lindsay Lohan,Samaire Armstrong,Chris Pine
5400,33217,Diary of a Wimpy Kid,based on novel or book coming of age young boy breaking the fourth wall middle school popularity duringcreditsstinger live action and animation friendship drama line drawing,Comedy Family,Thor Freudenthal,Nina Jacobson,,Zachary Gordon,Robert Capron,Rachael Harris
5401,270302,The Riot Club,england alcohol college rivalry based on play or musical wealthy initiation oxford england debauchery woman director young adult oxford university boys club entitlement,Drama Thriller,Lone Scherfig,,Kasper Winding,Max Irons,Sam Claflin,Douglas Booth
5402,9975,Curious George,museum product placement balloon jungle monkey family prediction cargo ship curiosity,Adventure Animation Comedy Family,Matthew O'Callaghan,Jon Shapiro,Heitor Pereira,Will Ferrell,Drew Barrymore,David Cross
5403,69668,Dream House,house fire extension ladder last day on job,Drama Thriller Mystery,Jim Sheridan,Daniel Bobker,John Debney,Daniel Craig,Naomi Watts,Rachel Weisz
5404,13492,Frontier(s),fascism nazi chase sadism blood splatter beating dress mad scientist independent film gore dinner torture corpse execution cruelty violence death macabre screaming bloodbath cannibalism mad family sinister french horror new french extremism,Drama Horror Action Thriller,Xavier Gens,Laurent Tolleron,,Karina Testa,Aurélien Wiik,Patrick Ligardes
5405,316023,Mike and Dave Need Wedding Dates,hawaii wedding wedding date,Comedy,Jake Szymanski,Peter Chernin,,Zac Efron,Adam Devine,Anna Kendrick
5406,283378,Fallen,based on novel or book fallen angel teenager reform school based on young adult novel,Drama Fantasy Romance,Scott Hicks,Mark Ciardi,,Addison Timlin,Jeremy Irvine,Harrison Gilbertson
5407,319340,I Kissed a Girl,homosexuality woman director,Comedy,Noémie Saglio,Renaud Chélélékian,Mathieu Lamboley,Pio Marmaï,Franck Gastambide,Adrianna Gradziel
5408,57201,The Lone Ranger,women texas horse survivor texas ranger partner outlaw native american escape lawyer train lone ranger comanche the lone ranger tonto,Action Adventure Western,Gore Verbinski,Jerry Bruckheimer,Hans Zimmer,Johnny Depp,Armie Hammer,William Fichtner
5409,12154,3 Men and a Baby,baby roommate bachelor adoption party parenthood new york city fatherhood abandoned baby,Family Comedy Drama,Leonard Nimoy,Robert W. Cort,Marvin Hamlisch,Tom Selleck,Steve Guttenberg,Ted Danson
5410,456165,Family Is Family,,Comedy,Dany Boon,,Michaël Tordjman,Dany Boon,Valérie Bonneton,Line Renaud
5411,22821,The Boondock Saints II: All Saints Day,boston sheep friendship sequel revenge ireland,Action Thriller Crime,Troy Duffy,Chris Brinker,Jeff Danna,Sean Patrick Flanery,Norman Reedus,Billy Connolly
5412,39053,Cyrus,mumblecore,Comedy Drama Romance,Jay Duplass,Michael Costigan,Michael Andrews,John C. Reilly,Jonah Hill,Marisa Tomei
5413,76493,The Dictator,dictator kurdish,Comedy,Larry Charles,Sacha Baron Cohen,Erran Baron Cohen,Sacha Baron Cohen,Anna Faris,Ben Kingsley
5414,9286,Final Destination 3,beheading dying and death stroke of fate,Horror Mystery,James Wong,Craig Perry,Shirley Walker,Mary Elizabeth Winstead,Ryan Merriman,Kris Lemche
5415,10153,Sphere,ocean extraterrestrial technology space marine paranoia alien psychologist ocean floor deepsea spaceship crash,Science Fiction Drama Horror Mystery,Barry Levinson,Michael Crichton,Elliot Goldenthal,Dustin Hoffman,Sharon Stone,Samuel L. Jackson
5416,44894,Ti amo in tutte le lingue del mondo,ti amo pieraccioni,Romance Comedy,Leonardo Pieraccioni,,,Leonardo Pieraccioni,Giorgio Panariello,Marjo Berasategui
5417,13811,Knowing,cataclysm code end of the world time capsule astrophysicist grieving widower lexington massachusetts westford massachusetts prediction researcher numbers news,Action Adventure Drama Mystery Science Fiction Thriller,Alex Proyas,Todd Black,Marco Beltrami,Nicolas Cage,Rose Byrne,Chandler Canterbury
5418,9955,Blades of Glory,competition olympic games sport rivalry ice skating 21st century,Comedy,Josh Gordon,Stuart Cornfeld,Theodore Shapiro,Will Ferrell,Jon Heder,Will Arnett
5419,102362,Dead Man Down,revenge new york city mysterious woman crime lord,Thriller Action Crime Drama,Niels Arden Oplev,Neal H. Moritz,,Colin Farrell,Noomi Rapace,Terrence Howard
5420,33909,Wall Street: Money Never Sleeps,duringcreditsstinger,Drama Crime,Oliver Stone,Eric Kopeloff,,Michael Douglas,Shia LaBeouf,Josh Brolin
5421,10781,The Texas Chainsaw Massacre: The Beginning,mass murder planned murder chain saw sadism knife psychopath prequel murder gore serial killer blood leatherface slaughterhouse slasher chainsaw torture cruelty series of murders violence cannibal severed foot severed hand,Horror Thriller,Jonathan Liebesman,Michael Bay,Steve Jablonsky,Jordana Brewster,Taylor Handley,Diora Baird
5422,366514,Up for Love,,Comedy Romance,Laurent Tirard,,,Jean Dujardin,Virginie Efira,Cédric Kahn
5423,3980,Critters,sibling relationship sheriff bounty hunter cat small town spacecraft barn toilet kansas alien creature explosion family exploding house brother sister  alien fugitive alien creature,Action Comedy Horror Science Fiction Thriller,Stephen Herek,Rupert Harvey,David Newman,Dee Wallace,M. Emmet Walsh,Billy Green Bush
5424,11587,The Exorcist III,death penalty suspicion of murder exorcism doomed man investigation priest psychiatric hospital series of murders missing person,Thriller Horror Mystery,William Peter Blatty,Carter DeHaven,,George C. Scott,Ed Flanders,Brad Dourif
5425,66118,Case départ,time travel adventure,Comedy,Lionel Steketee,,,Thomas Ngijol,Fabrice Eboué,Joséphine de Meaux
5426,2665,Airplane II: The Sequel,moon space marine coffee space travel spoof bomb planting aftercreditsstinger anarchic comedy,Comedy,Ken Finkleman,,Elmer Bernstein,Robert Hays,Julie Hagerty,Lloyd Bridges
5427,2768,American Gigolo,detective suspicion of murder gigolo callboy murder cheating wife los angeles,Crime Drama Romance Thriller,Paul Schrader,Jerry Bruckheimer,Giorgio Moroder,Richard Gere,Lauren Hutton,Héctor Elizondo
5428,9096,Medicine Man,medicine ant research amazon cancer jungle doctor falling in love medical research opposites attract cure rainforest amazon jungle,Adventure Drama,John McTiernan,Donna Dubrow,Jerry Goldsmith,Sean Connery,Lorraine Bracco,José Wilker
5429,433808,The Ritual,robbery based on novel or book sweden monster cabin scandinavia forest hiking friends murder guilt survival horror norse mythology guilty conscience lost in the woods,Horror,David Bruckner,Jonathan Cavendish,Ben Lovett,Rafe Spall,Robert James-Collier,Sam Troughton
5430,287903,Krampus,fire winter santa claus snow storm christmas tree flashback snow fireplace creature power outage destruction demon family blizzard christmas bad kids krampus,Horror Comedy Fantasy,Michael Dougherty,Michael Dougherty,Douglas Pipes,Adam Scott,Toni Collette,Allison Tolman
5431,103620,Maniac,schizophrenia prostitute mannequin insanity remake murder loneliness gore serial killer extreme violence exhibition vomiting misogynist murder spree,Horror,Franck Khalfoun,Alexandre Aja,Robin Coudert,Elijah Wood,America Olivo,Nora Arnezeder
5432,4599,Raising Helen,new york loss of loved one pastor mannequin fashion designer family relationships fashion,Drama Comedy Romance,Garry Marshall,Ashok Amritraj,John Debney,Kate Hudson,John Corbett,Joan Cusack
5433,9545,Sniper,sniper panama fistfight waterfall jungle marine sniper rifle violence dog tag marksman surrounded military uniform surrender,Action Drama Thriller,Luis Llosa,Robert L. Rosen,Gary Chang,Tom Berenger,Billy Zane,J.T. Walsh
5434,23048,Hot Tub Time Machine,one-night stand time travel time machine incest overtones hot tub peter pan syndrome forty something snow skiing ski resort 1980s,Science Fiction Comedy Adventure,Steve Pink,John Cusack,Christophe Beck,John Cusack,Lizzy Caplan,Rob Corddry
5435,11459,Sky High,loyalty mockery friendship high school superhero mission good vs evil heroism super power friend,Adventure Comedy Family,Mike Mitchell,Andrew Gunn,Michael Giacchino,Michael Angarano,Danielle Panabaker,Mary Elizabeth Winstead
5436,166271,Haunter,haunted house house afterlife possession serial killer duct tape time loop teenager trapped laundry ghost duct tape gag trapped soul,Horror Mystery Thriller,Vincenzo Natali,Steven Hoban,Alex Khaskin,Abigail Breslin,Stephen McHattie,David Hewlett
5437,401513,Attraction,russia ufo extraterrestrial alien ufo crash site alien ship,Drama Romance Science Fiction Adventure,Fyodor Bondarchuk,Mikhail Vrubel,Ivan Burlyaev,Rinal Mukhametov,Sergey Garmash,Oleg Menshikov
5438,258363,Desierto,mass murder vigilante survival desert hunt mexican border,Thriller Drama,Jonás Cuarón,Alfonso Cuarón,,Gael García Bernal,Jeffrey Dean Morgan,Diego Cataño
5439,55779,Final Destination 5,premonition accidental death crash end is here duringcreditsstinger 3d,Horror Mystery,Steven Quale,Craig Perry,Brian Tyler,Emma Bell,Nicholas D'Agosto,Miles Fisher
5440,208134,Jackass Presents: Bad Grandpa,duringcreditsstinger,Comedy,Jeff Tremaine,Johnny Knoxville,,Johnny Knoxville,Jackson Nicoll,Georgina Cates
5441,136418,Hummingbird,london homeless person chinese mafia redemption criminal underworld stolen identity homeless,Action Thriller,Steven Knight,Guy Heeley,Dario Marianelli,Jason Statham,Agata Buzek,Vicky McClure
5442,10478,Tin Cup,lover (female) golf man-woman relation sport woman between two men,Comedy Romance,Ron Shelton,Gary Foster,William Ross,Rene Russo,Kevin Costner,Don Johnson
5443,9604,Red Heat,usa police brutality cold war russia drug dealer investigation police drug cartel police detective soviet buddy cop kingpin,Action Crime,Walter Hill,Gordon Carroll,James Horner,Arnold Schwarzenegger,James Belushi,Ed O'Ross
5444,460846,Security,shopping mall security guard witness elimination,Action Thriller Crime,Alain Desrochers,Jeffrey Greenstein,,Antonio Banderas,Ben Kingsley,Liam McIntyre
5445,222899,About Last Night,duringcreditsstinger,Comedy Romance,Steve Pink,Will Gluck,,Kevin Hart,Michael Ealy,Regina Hall
5446,64689,Killing Them Softly,poker gambling robbery based on novel or book hitman gangster economy murder blood hit mobster criminal,Crime Thriller,Andrew Dominik,Brad Pitt,,Brad Pitt,Scoot McNairy,Ben Mendelsohn
5447,9541,Jersey Girl,loss of loved one yuppie daughter,Comedy Romance,Kevin Smith,Scott Mosier,James L. Venable,Ben Affleck,Raquel Castro,Liv Tyler
5448,7548,The Libertine,london sex dying and death poet theatre milieu monolog monkey alcoholic,Drama Romance,Laurence Dunmore,Russell Smith,Michael Nyman,Johnny Depp,Samantha Morton,John Malkovich
5449,471507,Destroyer,gang undercover cop interrogation policewoman teenage daughter lapd downward spiral,Thriller Crime Drama Action,Karyn Kusama,Matt Manfredi,Theodore Shapiro,Nicole Kidman,Sebastian Stan,Tatiana Maslany
5450,11374,Edtv,tv station simulated reality  tv star tv ratings,Comedy,Ron Howard,Jeffrey T. Barabe,Randy Edelman,Matthew McConaughey,Woody Harrelson,Sally Kirkland
5451,335988,Transformers: The Last Knight,england knight based on toy transformers robot,Action Science Fiction Thriller Adventure,Michael Bay,Akiva Goldsman,Steve Jablonsky,Mark Wahlberg,Josh Duhamel,Stanley Tucci
5452,331313,Keeping Up with the Joneses,suburb,Action Comedy,Greg Mottola,Laurie MacDonald,,Zach Galifianakis,Isla Fisher,Jon Hamm
5453,11894,Curly Sue,homeless person paternity daughter plötzlicher reichtum wealth,Comedy Drama Family Romance,John Hughes,John Hughes,Georges Delerue,James Belushi,Alisan Porter,Kelly Lynch
5454,428399,Cold Skin,based on novel or book island world war i lighthouse lighthouse keeper    underwater scene meteorologist isolated island creatures,Thriller Science Fiction Horror,Xavier Gens,Mark Albela,,Ray Stevenson,David Oakes,Aura Garrido
5455,315837,Ghost in the Shell,philosophy cyborg hacker strong woman investigation female protagonist cyberpunk terrorism evolution dystopian future network 3d based on anime inner journey prosthesis,Action Science Fiction Thriller Drama,Rupert Sanders,Ari Arad,,Scarlett Johansson,Takeshi Kitano,Michael Pitt
5456,9564,Asterix & Obelix Take on Caesar,rome italy resistance roman empire fight sinti and romanies  roman ancient rome fistfight based on comic julius caesar 1st century bc,Family Adventure Comedy Fantasy,Claude Zidi,Claude Berri,Jean-Jacques Goldman,Christian Clavier,Gérard Depardieu,Roberto Benigni
5457,11678,Vertical Limit,himalaya pakistan climbing k2 mountaineering karakoram,Action Adventure Thriller,Martin Campbell,Martin Campbell,James Newton Howard,Chris O'Donnell,Robin Tunney,Bill Paxton
5458,98567,Chinese Zodiac,3d,Action Adventure,Jackie Chan,Jackie Chan,,Jackie Chan,Yao Xing-Tong,Kwon Sang-woo
5459,300168,Dragon Blade,,Action Drama Adventure,Daniel Lee,Jackie Chan,,Jackie Chan,John Cusack,Adrien Brody
5460,446807,The Girl in the Spider's Web,based on novel or book sweden hacker stockholm sequel computer expert millennium saga computer programmer father daughter relationship sister sister relationship stieg larsson gifted child,Action Crime Thriller,Fede Alvarez,Scott Rudin,Roque Baños,Claire Foy,Sverrir Gudnason,Lakeith Stanfield
5461,283726,The New Girlfriend,death of best friend gender confusion,Drama,François Ozon,Eric Altmayer,Philippe Rombi,Anaïs Demoustier,Romain Duris,Raphaël Personnaz
5462,17630,Ugly Melanie,,Comedy,Allan Mauduit,,,Marilou Berry,Frédérique Bel,Chantal Lauby
5463,50619,The Twilight Saga: Breaking Dawn - Part 1,based on novel or book vampire werewolf supernatural creature duringcreditsstinger based on young adult novel,Adventure Fantasy Romance,Bill Condon,Stephenie Meyer,Carter Burwell,Kristen Stewart,Robert Pattinson,Taylor Lautner
5464,2085,Romeo Must Die,martial arts hip-hop oakland east asian lead asian man,Action Crime Thriller,Andrzej Bartkowiak,Joel Silver,Stanley Clarke,Jet Li,Aaliyah,Isaiah Washington
5465,4806,Runaway Bride,small town artist self-discovery just married chase reporter wedding relationship wedding ceremony self identity hair salon cold feet serial monogamy,Comedy Romance,Garry Marshall,Robert W. Cort,James Newton Howard,Julia Roberts,Richard Gere,Joan Cusack
5466,34806,The Back-Up Plan,pregnancy kiss sperm bank romantic comedy doctor single mother artificial insemination motherhood duringcreditsstinger,Comedy Romance,Alan Poul,Todd Black,,Jennifer Lopez,Alex O'Loughlin,Danneel Ackles
5467,9923,Domino,bounty hunter fbi weapon spectacle,Action Crime,Tony Scott,David Hadida,Harry Gregson-Williams,Keira Knightley,Mickey Rourke,Edgar Ramírez
5468,427900,Home Again,usa chance love hollywood los angeles family woman director filming,Comedy Drama Romance,Hallie Meyers-Shyer,Erika Olde,John Debney,Reese Witherspoon,Pico Alexander,Michael Sheen
5469,469876,Addio Fottuti Musi Verdi,,Comedy,Francesco Capalbo,,,Ciro Capriello,Fabio Balsamo,Beatrice Arnera
5470,11702,The Replacement Killers,usa china assault rifle sniper chinatown drug dealer hitman funeral conscientious objector revenge on the run fugitive one man army sunglasses drug lord silencer uzi police raid contract killer replacement,Action Drama Crime Thriller Mystery,Antoine Fuqua,Bernie Brillstein,Harry Gregson-Williams,Chow Yun-Fat,Mira Sorvino,Michael Rooker
5471,335796,Ouija: Origin of Evil,supernatural prequel possession ouija board spirit ghost aftercreditsstinger 1960s,Horror Thriller,Mike Flanagan,Jason Blum,,Elizabeth Reaser,Lulu Wilson,Annalise Basso
5472,4379,Monster-in-Law,bad mother-in-law surgeon dogsitter falling in love,Romance Comedy,Robert Luketic,Chris Bender,David Newman,Jennifer Lopez,Jane Fonda,Michael Vartan
5473,76544,Man of Tai Chi,china martial arts tai chi extortion illegal matches,Action Drama,Keanu Reeves,,,Tiger Hu Chen,Keanu Reeves,Karen Mok
5474,56339,Qualunquemente,politics satire political satire,Comedy,Giulio Manfredonia,,,Antonio Albanese,Lorenza Indovina,Davide Giordano
5475,21481,Twitches,sibling relationship mother witch parent child relationship twin sister magic adoption darkness sister uncle dead father another world,Comedy Drama Family Fantasy TV Movie,Stuart Gillard,,,Tia Mowry,Tamera Mowry,Kristen Wilson
5476,59108,Tower Heist,new york usa skyscraper fbi thanksgiving heist billionaire parade apartment high rise female agent ponzi scheme caper comedy planning safecracker recruiting deceit lobby,Action Comedy,Brett Ratner,Brian Grazer,Christophe Beck,Ben Stiller,Eddie Murphy,Casey Affleck
5477,34480,The Descent: Part 2,cave claustrophobia blood cowardliness rescue team sole survivor,Adventure Horror Thriller,Jon Harris,Ivana Mackinnon,David Julyan,Shauna Macdonald,Natalie Mendoza,Gavan O'Herlihy
5478,10730,King Kong,"indigenous giant snake remake king kong giant animal world trade center manhattan, new york city oil company giant ape indian ocean",Adventure Drama,John Guillermin,Dino De Laurentiis,John Barry,Jeff Bridges,Jessica Lange,Charles Grodin
5479,399360,Alpha,wolf ice age human animal relationship wilderness survival snow saber-toothed tiger boy and dog injury prehistory bison upper palaeolithic boar,Adventure Drama,Albert Hughes,Andrew Rona,,Kodi Smit-McPhee,Jóhannes Haukur Jóhannesson,Marcin Kowalczyk
5480,1588,Bring It On,cheerleader sport high school teenage girl cheerleading cheering crowd duringcreditsstinger,Comedy,Peyton Reed,Marc Abraham,,Kirsten Dunst,Jesse Bradford,Eliza Dushku
5481,243442,Un fantastico via vai,,Comedy,Leonardo Pieraccioni,,,Leonardo Pieraccioni,Serena Autieri,Maurizio Battista
5482,262504,Allegiant,based on novel or book revolution dystopia sequel dystopian future based on young adult novel,Adventure Science Fiction Action Mystery,Robert Schwentke,Lucy Fisher,Joseph Trapanese,Shailene Woodley,Theo James,Zoë Kravitz
5483,48171,The Rite,vatican exorcism violinist god priest hospital church devil miscarriage exorcist disbelief roman catholic seminary limp toad clergy formalin walking cane scepticism,Drama Thriller Horror,Mikael Håfström,Beau Flynn,Alex Heffes,Anthony Hopkins,Colin O'Donoghue,Alice Braga
5484,9466,Celebrity,exzentrik independent film reporter ex-wife spectacle,Drama Comedy,Woody Allen,Jean Doumanian,,Kenneth Branagh,Judy Davis,Joe Mantegna
5485,81446,The Baytown Outlaws,gas station fight anti hero murder mute shootout midnight movie motorcycle gang violence cult film brawl painted face face paint pantyless,Action Comedy Crime,Barry Battles,Bill Perkins,,Clayne Crawford,Paul Wesley,Billy Bob Thornton
5486,40205,16 Wishes,magic fairy birthday party high school growing up teenager wasp candle former best friend sweet sixteen best friends in love wishes come true high school rivalry,Fantasy Drama Family,Peter DeLuise,Ron French,,Debby Ryan,Jean-Luc Bilodeau,Keenan Tracey
5487,257091,Get Hard,prison training framed embezzlement,Comedy,Etan Cohen,Will Ferrell,Christophe Beck,Will Ferrell,Kevin Hart,Alison Brie
5488,76494,What to Expect When You're Expecting,based on novel or book adoption pregnancy miscarriage expectant father pregnant wife vomiting expecting twins open air cinema giving birth,Romance Comedy Drama,Kirk Jones,Mike Medavoy,,Cameron Diaz,Jennifer Lopez,Elizabeth Banks
5489,18736,The Lizzie McGuire Movie,rome italy based on tv series trevi fountain,Family Comedy,Jim Fall,Stan Rogow,Cliff Eidelman,Hilary Duff,Adam Lamberg,Hallie Todd
5490,253626,Good Kill,pilot suspicion drone us military air force base combat drone,Action Drama Thriller,Andrew Niccol,Mark Amin,Christophe Beck,Ethan Hawke,January Jones,Zoë Kravitz
5491,278774,Zapped,dance high school step brother teenager teen comedy high school rivalry step siblings obedience app blended family,Comedy Family,Peter DeLuise,Lisa Towers,,Zendaya,Chanelle Peloso,Spencer Boldman
5492,51588,Prom,single parent waitress fountain friendship high school prom music fan,Comedy Romance,Joe Nussbaum,Ted Griffin,Deborah Lurie,Aimee Teegarden,Thomas McDonell,Nicholas Braun
5493,38780,Rampage,rampage massacre killing spree,Action Drama Crime Thriller Mystery,Uwe Boll,Dan Clarke,Jessica de Rooij,Brendan Fletcher,Shaun Sipos,Michael Paré
5494,12658,Someone Like You...,feminism cohabitant man-woman relation man between two women,Comedy Romance,Tony Goldwyn,Lynda Obst,Rolfe Kent,Ashley Judd,Greg Kinnear,Hugh Jackman
5495,356842,The Ones Below,baby neighbor expecting,Thriller,David Farr,Nikki Parrott,Adem Ilhan,Clémence Poésy,David Morrissey,Stephen Campbell Moore
5496,152259,Phantom,submarine cold war soviet,Thriller,Todd Robinson,Julian Adams,,Ed Harris,David Duchovny,Lance Henriksen
5497,2268,The Golden Compass,england based on novel or book compass experiment lordship uncle polar bear airship orphan animal alternative universe based on young adult novel,Adventure Fantasy,Chris Weitz,Bill Carraro,Alexandre Desplat,Dakota Blue Richards,Nicole Kidman,Daniel Craig
5498,121824,Stand Up Guys,release from prison viagra settle scores last hurrah,Thriller Comedy Action,Fisher Stevens,Gary Lucchesi,,Alan Arkin,Julianna Margulies,Al Pacino
5499,13997,Black Sheep,corrupt politician nitrous oxide candid camera double act political satire woman director,Comedy,Penelope Spheeris,,,Chris Farley,David Spade,Grant Heslov
5500,4970,Gothika,amnesia mental institution patient trust false accusations medication gothic mental illness,Horror Thriller,Mathieu Kassovitz,Susan Downey,John Ottman,Halle Berry,Robert Downey Jr.,Charles S. Dutton
5501,7520,Cocktail,new york night life jamaica bartender ambition rags to riches cocktail,Drama Romance Comedy,Roger Donaldson,Robert W. Cort,J. Peter Robinson,Tom Cruise,Bryan Brown,Elisabeth Shue
5502,218836,Planes: Fire & Rescue,firemen national park sequel anthropomorphism smoke jumpers,Animation Comedy Adventure Family,Roberts Gannaway,Ferrell Barron,,Dane Cook,Ed Harris,Julie Bowen
5503,183662,Crush,,Thriller,Malik Bader,,,Sarah Bolger,Holt McCallany,Lucas Till
5504,19277,In Hell,prison prison sentence prison riot,Action Drama Thriller,Ringo Lam,,,Jean-Claude Van Damme,Marnie Alton,Alan Davidson
5505,70577,Faces in the Crowd,detective murder serial killer disorder,Thriller Mystery Crime Drama,Julien Magnat,Clément Miserez,John McCarthy,Milla Jovovich,Julian McMahon,David Atrakchi
5506,101173,Coriolanus,senate general market rivalry tragedy tears scar stabbing truce flag vote,Drama Thriller,Ralph Fiennes,Ralph Fiennes,Ilan Eshkeri,Gerard Butler,Ralph Fiennes,Lubna Azabal
5507,172533,Drinking Buddies,co-worker relationship mumblecore,Romance Drama,Joe Swanberg,Paul Bernon,,Olivia Wilde,Jake Johnson,Anna Kendrick
