id,cluster
38542,225
136795,164
10719,206
15167,32
667,76
11635,175
126963,89
10957,32
3021,17
9869,117
1921,43
66,161
10155,0
450322,124
121826,23
507569,189
17689,117
950,69
496,175
48138,141
6538,96
68817,6
80274,18
22586,182
406994,177
335983,111
9093,154
83899,170
375012,59
440021,31
157,92
10890,148
12609,105
36647,60
332210,69
25,14
150,117
162215,72
12227,231
5718,7
450465,35
484247,161
315011,44
18415,19
420426,189
20,3
50456,76
64328,130
4349,72
401545,161
605,92
9687,175
352157,4
3595,144
330764,180
13090,120
310131,106
9655,48
11412,116
5955,47
398181,64
13179,182
152795,174
11064,175
1487,197
301365,31
166,128
14510,137
46195,69
4944,7
9331,162
10176,66
1586,101
9059,156
13763,6
3525,13
9489,36
8066,35
4958,115
48289,42
15356,238
44129,4
10961,156
12155,241
166426,150
8871,237
8874,183
283350,23
10806,175
565,60
164457,38
668,76
10072,17
27936,164
11592,230
9919,188
790,172
429417,49
227700,42
401469,0
9689,7
10010,95
179826,101
12133,165
8456,207
45610,81
31007,54
241259,241
13804,117
11283,206
39781,7
13250,38
1870,94
231576,7
5951,166
10741,96
7191,221
345009,167
2330,164
1710,42
9445,159
12184,108
157849,167
446894,182
8005,175
10328,104
1988,162
10126,117
9614,163
8913,24
25475,182
9843,168
9588,139
8328,6
449443,81
9909,19
306947,167
339408,20
23963,137
7219,55
1930,189
201085,1
241848,116
381719,95
352161,225
5879,43
300155,41
22970,214
51540,97
544,36
2023,34
12690,19
1562,62
16538,175
2140,81
10288,23
270303,17
10201,175
62835,117
6972,139
9567,14
37725,145
27850,45
1624,175
136400,164
10999,76
274857,110
22794,142
7985,145
9638,172
269650,235
10731,161
10934,36
8467,175
816,194
2897,80
339927,175
253,209
11498,167
109421,159
73567,15
10354,161
7446,148
9297,142
309245,175
75612,199
55721,166
1498,222
264656,34
334522,8
15171,114
14353,137
401981,101
8840,187
10503,7
9739,98
6964,13
74387,163
9044,43
10464,77
86555,7
2924,173
471474,221
163,0
2454,241
10484,105
9913,1
9595,148
5780,101
15613,9
75174,42
9346,65
10650,227
311291,124
274479,7
9964,143
199575,66
36834,160
351286,111
2059,76
8834,162
8338,190
60309,19
2360,97
11427,170
699,76
2605,200
9763,67
8012,204
11913,175
11899,188
246655,220
1894,18
227156,99
5175,168
11282,205
225728,146
6961,183
11259,39
10279,33
9313,201
360784,177
10691,75
2675,9
10096,188
11400,126
145197,133
396940,159
4729,175
16367,56
340611,4
49521,220
3049,149
15157,112
244509,159
339259,169
10147,129
84184,23
1571,144
7450,134
11027,64
10295,148
11548,196
336882,72
772,86
290512,39
6687,12
1576,236
286554,188
6575,56
9532,172
11654,41
396422,170
215,172
116979,238
1593,80
884,127
20943,36
504172,15
270343,36
11091,23
10664,17
7873,117
64678,48
273271,190
9352,109
80389,117
991,99
80321,142
112336,20
9972,227
193,92
267192,83
43549,42
14052,109
280996,68
11884,140
245700,96
253450,96
944,171
9716,211
397243,60
331836,175
8413,137
10389,172
430231,62
39513,140
19898,123
1911,122
48395,192
22244,7
44251,89
293970,136
302,0
376866,20
7516,100
16617,12
242224,24
9870,23
865,98
11430,142
11566,175
309302,39
5139,175
60420,43
12689,128
12117,159
12720,59
6435,145
2046,1
5683,205
8868,69
11559,66
11229,7
146216,100
353616,130
11281,17
363992,40
1990,52
424783,18
300667,118
10502,2
10390,67
7555,141
266082,4
123,10
9779,7
11814,194
10782,173
4105,81
172803,42
11120,39
2105,36
8204,119
36593,97
4413,15
11047,69
13665,13
9768,36
13249,110
68724,123
419835,52
68812,15
834,221
682,76
171,128
8952,23
20857,36
618,26
10800,32
15373,175
37645,217
6522,97
10894,49
424139,17
295964,7
44865,83
175291,129
204922,101
9664,146
21385,69
14055,70
231,162
47760,43
10947,185
16366,32
1893,18
458594,210
44683,182
204082,141
22972,223
9535,97
7211,23
77561,174
16523,196
11584,36
1865,189
10158,11
13648,236
10859,84
5125,162
333385,84
10760,175
11625,69
4520,35
2617,175
268238,7
8491,175
15301,153
1266,176
11835,217
51991,23
2110,7
294795,35
303858,42
9816,114
34769,164
206647,227
11596,170
6440,154
403605,141
50546,70
10060,113
10414,163
11980,17
11130,23
6691,23
811,99
152,199
14249,181
75780,176
8909,81
3594,35
10585,177
8488,23
619,6
6950,66
467938,214
8961,171
343674,59
1369,76
13967,160
11680,105
109451,142
282984,68
72197,131
2171,175
15139,208
1493,164
102382,189
339397,70
449563,188
10851,161
274862,95
9064,17
1809,23
7518,142
9944,161
8665,26
7442,203
271724,4
12308,23
9599,178
11676,228
8987,179
622,170
72784,210
81025,23
9086,34
44048,141
1907,85
88005,104
44147,148
9342,209
10249,18
588,60
10567,32
11622,23
10743,116
2789,98
1281,175
13150,161
306943,112
117251,72
2978,180
13193,7
10222,181
10874,61
9522,183
374617,161
61891,42
10135,181
10052,4
518452,7
257785,43
5072,156
415401,7
261023,64
11023,19
13990,4
10184,23
4141,168
9404,171
270946,69
9414,168
1406,175
27429,137
1619,225
166076,138
331583,159
9317,194
8197,161
9828,225
330,18
9556,197
300673,72
22897,188
63492,36
10021,175
445040,20
95610,36
10897,36
59961,144
77949,177
15655,142
397722,2
13122,1
6069,157
266285,159
1945,42
109428,172
301804,59
455656,135
375366,153
400136,236
10847,85
1845,36
59678,143
2251,167
41154,143
681,209
11114,142
396493,230
429733,232
841,18
1551,153
200,92
10393,163
71688,96
12182,130
116711,182
5336,26
354216,230
11298,136
117974,94
9777,68
20497,29
8643,15
446791,225
708,209
396398,7
9100,59
60307,202
10660,23
101669,0
70981,199
1957,203
402529,152
59859,227
1729,189
8835,175
10471,175
241554,217
2069,97
271736,28
369299,36
211672,131
295699,175
10866,35
11846,183
10466,36
12797,145
1909,70
397,36
320588,23
9872,229
435,92
24740,170
1965,15
192132,118
10651,184
345887,100
73723,32
16614,175
43947,238
396461,161
157547,60
11890,175
36668,92
10591,65
360920,142
2290,7
12665,66
157360,105
11503,17
19124,141
45243,175
9272,203
295693,142
26390,176
20526,134
395992,62
13053,69
10159,171
82654,55
2294,175
390054,14
242042,23
324852,69
12222,21
9255,148
76812,210
14001,172
214,238
50780,4
6947,35
82525,73
928,157
27582,239
12106,34
10398,161
76170,220
14462,35
75761,232
10539,95
535,43
1687,98
10684,35
15596,175
460885,181
39101,235
9437,161
10527,142
13027,144
2655,1
177888,185
9291,7
5551,76
9515,117
10540,199
11379,213
27958,1
189,0
172385,69
382322,25
7300,36
36586,240
13333,117
74,224
7553,175
210947,17
30923,206
20481,49
2453,141
8077,236
75674,141
8346,128
8054,241
294272,241
13679,182
293167,189
193893,186
325189,185
10140,187
20048,188
9315,35
7461,117
14254,1
10074,165
4728,175
2577,133
12403,210
84306,23
238615,190
49527,81
72105,180
6283,202
308504,226
1378,13
1989,43
18405,38
12412,8
346685,161
10380,95
3537,114
338970,189
4488,136
21407,214
302429,58
23631,148
483906,25
72387,81
2207,179
700,76
284276,4
38843,202
70821,4
13022,151
617,35
202575,182
38575,231
15739,114
15577,19
20662,231
457435,205
417859,21
4564,23
290751,161
8388,175
9772,141
246080,85
9035,178
9529,59
9490,97
300668,190
3036,133
309304,7
3638,23
250574,177
449574,235
3981,36
4513,17
411143,91
451500,175
26320,56
11247,112
334521,116
123553,193
10699,35
262500,224
9681,36
43930,231
7512,199
584,81
39538,66
341013,209
11172,36
12201,47
10047,146
6557,36
9350,76
198287,66
11128,72
10029,204
68735,10
4233,106
96,191
5653,96
332567,59
245703,44
11395,192
121674,43
15947,32
9805,213
240832,197
2123,165
11096,170
199373,0
70436,12
38357,13
9671,205
9788,175
6488,232
14136,206
48231,155
3536,72
9294,121
62046,97
1880,141
446101,72
425972,85
316727,151
11449,59
82682,117
9032,7
467,238
5,97
18126,211
324670,221
41733,7
345911,170
2043,116
284296,7
179,217
369894,4
21786,1
339527,12
10057,228
11088,117
8584,228
2133,4
288036,109
17898,172
34544,171
1647,144
10428,117
328589,7
27576,181
11808,100
2667,106
12242,142
9618,228
155084,17
6076,75
415842,181
11591,183
11444,175
169917,47
184314,4
255343,210
339994,15
371560,49
9718,175
50620,193
57800,69
2026,161
73873,4
399248,141
13225,16
664,231
9759,141
525041,183
11169,173
302699,149
323373,130
8922,17
11551,220
19457,117
8067,145
1410,194
6957,36
149509,59
16119,195
13567,230
13497,23
9335,81
608,143
8386,175
1931,113
9276,178
10562,101
75,196
817,94
325348,18
9899,165
77866,117
244458,156
8960,189
356305,175
6795,229
245706,52
236399,35
43933,9
11954,178
9422,4
11460,17
38093,23
9061,218
3172,164
454619,36
236751,4
146239,175
280092,59
1428,68
431530,175
1268,202
31867,123
117263,141
714,209
9593,150
9273,94
87421,123
174772,91
11352,115
4824,179
259695,38
425505,197
18487,161
4953,7
157845,108
477033,60
9043,23
116741,175
60599,42
141052,111
168530,148
1599,109
11529,188
102780,24
49017,240
1577,236
13600,241
11001,164
3040,141
5680,157
10898,95
10326,121
12146,167
11827,208
182127,20
9882,198
1685,199
145220,94
455,23
314405,145
41283,217
283227,127
6279,130
5172,104
28355,31
10761,36
296360,77
152748,19
209247,97
51447,175
273477,55
10543,41
13973,7
10764,179
420648,156
4787,161
290999,55
8738,197
10330,194
11557,77
433422,150
9801,36
141043,7
157829,53
2116,15
9928,200
59860,36
9991,7
11286,175
2080,111
9679,81
293646,96
10547,91
290595,231
188222,11
5289,25
9792,214
4421,110
9333,173
519253,4
58244,121
152599,46
82675,100
400106,227
376134,190
2661,222
10516,194
72710,224
298312,31
9472,163
9605,42
305470,18
27581,164
13394,21
109414,233
11484,134
272435,128
9992,182
10991,182
8851,137
10442,204
10972,106
14844,36
113148,7
279641,175
11191,23
13680,163
2275,161
1688,98
195589,233
340837,190
264999,7
463821,206
4244,206
52505,4
158015,62
41630,166
314095,83
46528,181
76163,76
49021,181
34813,116
137321,115
11976,45
22804,31
294652,117
381034,177
12912,36
16871,214
8838,198
10832,17
503616,23
10589,164
8999,42
13532,205
133694,4
36643,76
1734,189
256274,17
50204,210
9102,137
323675,148
2575,42
8839,206
9354,222
201,92
257445,232
9486,228
16342,170
81390,179
9615,117
52520,240
13417,142
6637,76
88794,40
181283,230
291276,144
52015,137
9573,0
8818,96
399035,141
2284,206
9079,43
13975,161
1689,96
427641,220
8224,12
15037,23
26389,100
413362,90
19901,98
11238,95
707,76
10677,43
10622,164
390062,85
1613,168
84204,62
13934,32
116811,59
228967,148
50698,17
112205,164
9477,122
12610,69
11007,202
10665,31
2642,188
11081,173
467660,17
2637,5
11384,164
8884,174
16577,235
38303,36
693,166
4614,144
319341,175
9691,179
14024,48
1492,201
10576,31
158852,229
7737,236
296099,175
5174,168
8675,109
181533,80
9280,33
11915,175
14197,36
1724,18
29427,106
10607,175
11560,47
333484,226
16996,135
348893,81
370663,46
28032,16
10426,175
9543,189
437557,105
15417,139
23082,145
12085,164
11002,139
4965,221
22832,116
227159,175
4964,23
12435,23
41479,7
11234,215
225565,36
11232,196
6963,82
10358,165
9398,175
9369,69
2269,180
9705,81
10544,201
13205,37
14442,206
463272,228
709,76
341006,210
1727,84
10766,151
399402,141
138103,144
267935,241
11860,36
10246,109
214756,165
8007,72
9611,233
75638,167
10303,228
10529,220
11821,36
333669,144
71552,175
136797,117
9885,17
38543,122
134374,168
82532,7
10657,49
10028,6
178,218
11017,175
9922,44
12508,56
810,21
260346,181
4247,109
132232,60
11917,238
145135,178
38117,121
218778,202
7131,226
2619,188
12262,136
49529,140
80271,128
7220,25
10294,17
4959,15
199534,17
209262,162
13825,42
9408,142
207768,238
15653,142
9621,23
6951,168
324668,144
447200,226
11323,129
81250,118
2246,19
339967,121
11699,19
318922,204
409297,113
10192,21
9902,17
12103,203
13092,13
14976,4
441701,60
72358,7
2662,172
8843,62
15997,95
9457,18
16340,69
109439,175
11619,69
5516,97
419831,4
4380,23
424121,31
298250,238
18781,17
50725,23
10013,63
11896,204
35019,206
407439,96
23830,13
11479,61
10611,7
80585,211
13523,205
11892,198
124905,197
13515,1
408439,64
58233,171
109443,165
11415,232
1649,213
25983,106
14400,223
10765,175
663,238
9896,205
9358,106
14326,43
114750,7
11891,148
2058,36
254128,72
9373,136
296100,86
12526,17
559,189
115782,83
1248,78
15516,17
341174,154
9355,134
4515,201
363126,101
2770,233
65086,59
10379,206
37710,141
8845,141
11008,61
10431,100
11211,163
5971,27
10065,172
10982,142
410199,91
49040,141
10483,123
1825,207
49022,13
8978,167
10479,146
18032,121
9339,63
2212,1
196867,29
11348,170
49494,39
63493,124
1844,68
9945,240
383709,4
32657,241
2320,223
190955,15
10739,36
351964,128
10720,188
460793,21
244264,128
39210,7
183836,175
27578,76
23759,231
8592,171
77930,7
82696,23
9642,69
2019,179
698,92
1537,0
134597,214
9425,98
10070,156
11099,190
11862,105
11983,223
8130,175
12994,9
451955,41
77950,32
405775,159
38356,18
11665,209
74725,238
34016,36
9399,181
59968,120
10207,43
10552,156
7095,104
15357,81
10307,17
12157,70
13282,143
48572,151
8916,69
425336,40
502682,23
328111,69
184346,238
2119,139
351809,0
2086,15
8273,183
192102,117
254904,100
3604,137
8856,139
1968,23
274167,175
87826,148
9598,206
60935,190
9620,92
339846,148
11823,163
126277,214
8324,42
159117,214
326285,19
406563,170
77805,20
12590,170
249660,4
1644,35
260001,36
10900,31
137094,176
16296,137
12600,208
34851,92
14451,55
24122,188
19004,95
23629,141
53182,14
254194,172
955,76
58151,232
259694,188
454293,175
9989,25
57331,76
11777,23
6341,117
43939,56
26515,136
297608,170
8984,33
317744,159
97370,9
395814,174
10922,41
20606,55
10447,212
460019,17
41210,23
84194,49
293768,225
37861,189
301875,133
10632,198
286565,48
9715,65
8373,18
36670,209
11495,59
6038,228
6278,189
11683,236
157834,99
70006,207
417643,210
2029,105
11824,112
9785,190
10396,179
38073,13
505058,172
8656,110
111190,4
11359,241
419680,237
11353,175
261392,148
417644,164
45658,23
65599,49
9506,175
169,221
9975,69
6282,211
9298,175
10480,0
18360,80
46529,92
10003,92
11418,36
426543,241
72431,146
319340,175
59962,84
64807,163
414190,197
13313,32
55846,217
10468,7
60672,81
10523,96
157851,4
46503,33
22327,23
8090,101
205588,167
9293,135
11931,154
48650,154
153518,69
4478,75
9039,117
9285,205
16288,136
79548,35
37834,148
9963,35
7007,72
9804,18
10314,36
296,221
289727,36
4477,15
9962,154
308024,149
2267,44
8078,178
345922,135
270302,42
4967,175
10153,9
24021,193
10395,49
8247,220
9494,36
12834,97
34069,190
10017,197
19959,212
8689,172
49520,175
2114,224
11137,36
2768,33
33217,202
158907,53
425980,7
1634,119
136418,141
64686,231
6520,139
309242,42
7552,175
14013,233
1656,209
300153,20
81446,164
35056,175
11355,65
55465,175
9836,142
10353,180
9096,39
38167,46
1852,42
13455,197
427900,70
11702,173
215830,170
6552,156
57201,226
433808,136
102362,218
353569,7
2082,172
101173,42
218836,69
13220,17
3980,178
99579,96
8966,193
11228,76
9029,183
331313,148
10025,63
283378,48
10781,230
9466,7
166271,170
287903,157
2103,133
1257,166
51588,135
9080,205
253626,72
316023,183
10735,128
460846,81
41439,172
22821,81
263341,231
283726,4
23048,213
347375,144
103620,230
1497,222
2084,97
10498,0
9955,163
9429,175
121824,148
331,92
9286,106
9725,214
268531,142
479040,227
9545,72
55779,106
2665,165
13492,214
220286,101
39053,23
13742,156
69668,35
33909,19
174323,135
10478,163
10724,92
4599,13
10730,39
426238,43
215211,43
315837,66
9564,80
335988,92
11459,61
152792,15
7548,154
534,215
76493,175
262504,199
2268,189
257091,175
11358,223
11678,76
9923,100
34480,17
12154,82
157353,66
174675,123
70577,47
9604,227
13811,92
35791,236
419479,232
335796,60
76494,23
41215,1
428078,215
60281,43
11857,216
50619,193
10313,175
32823,165
44603,4
13252,12
10663,163
16558,36
818,194
41505,31
12658,36
13389,217
10407,36
15092,81
9610,189
30618,218
9889,36
2085,81
356842,167
59108,86
11419,175
38780,173
12596,7
10555,142
27022,150
28211,35
342521,148
9986,206
10068,43
10425,73
72545,18
11452,36
4806,183
127867,180
10137,21
266647,187
10033,36
849,220
1620,239
10185,161
9570,18
428399,62
48171,59
354251,62
1588,163
34806,36
10489,17
76285,241
173897,215
8688,12
459910,110
9275,129
87516,72
8873,130
10022,29
11866,223
9395,144
152760,30
4379,36
10740,35
9910,15
13154,141
4970,17
11374,175
291328,23
130267,117
262841,143
18890,200
9541,36
4923,212
10157,97
278774,112
232572,219
8409,110
13944,41
27583,23
48838,73
38541,137
390584,64
65759,131
10023,164
9257,81
290764,25
11595,117
10641,46
253235,23
11015,170
268896,220
36669,209
13668,23
5689,48
401513,133
579,17
9822,189
345940,221
146223,161
1738,221
242095,91
9349,221
7520,13
292431,48
11431,23
11648,36
951,175
452507,47
11675,17
11357,230
10714,119
267860,141
9641,237
302156,173
14191,145
521935,170
10833,36
4256,175
12309,233
9619,223
182560,159
138697,154
11212,94
74998,72
3563,36
266294,233
1901,23
292040,141
10317,7
446807,81
2135,18
337154,216
58595,39
88751,222
203739,240
369300,230
2687,196
382518,175
14636,141
74777,170
197796,145
2057,35
6217,17
114606,55
49013,69
11186,49
5820,81
13477,188
406761,0
5552,174
7501,0
22824,190
240916,0
49010,81
297761,220
387592,69
44040,170
9694,17
13700,32
252512,149
13279,15
340022,164
293767,14
354110,4
9208,223
10748,194
48340,141
207932,47
9415,198
82,179
192145,46
18892,135
1370,76
12180,235
399360,39
9449,150
126889,62
5966,36
9448,76
437425,36
308531,222
2067,178
340945,8
87101,224
134411,42
73499,25
64635,224
244761,225
1969,164
2313,13
98357,38
463053,36
9730,230
10225,170
97614,47
8780,175
13474,17
184125,72
497814,81
471014,116
9895,23
1642,173
15413,202
49730,17
60304,240
133805,49
1970,170
9566,35
270010,7
14979,81
325848,175
12122,178
5559,69
270487,7
62213,180
278154,69
8452,212
187596,175
340676,35
86597,170
13499,202
15019,23
334527,15
76640,100
216282,141
10796,221
27579,38
45657,17
12245,12
6641,36
14128,195
2539,105
395990,225
11164,29
9397,143
8069,213
299687,199
192134,129
19164,95
10715,142
7511,154
286987,91
11133,17
37821,84
81796,221
254473,25
45649,157
245906,86
12088,212
15189,202
408648,235
1722,126
217,226
11069,143
19724,202
68728,45
98566,220
12100,30
1995,189
396806,123
144789,175
25643,43
918,36
84200,7
91314,140
378018,137
310137,214
442249,62
4234,106
258509,131
13067,70
4961,62
324542,81
4858,153
10623,25
8698,221
13460,123
7451,76
58224,202
10061,224
11775,36
10488,80
44363,167
433251,175
5137,92
49953,32
9644,164
433627,15
6073,164
13595,97
24271,97
188161,175
12572,13
6935,25
9101,175
62838,36
10199,95
19165,95
9493,175
9988,175
256569,51
37786,23
11966,104
301348,7
12110,232
333348,29
167810,42
10131,60
11894,23
79697,175
21972,29
209112,189
1966,146
336004,81
24056,151
10345,164
14372,92
346808,141
72477,161
32856,165
59861,70
10599,206
6623,141
119283,227
121734,69
321258,31
1690,214
310133,210
7090,48
12556,145
93828,227
353979,177
10204,228
267193,148
97051,177
9268,72
87567,175
291264,120
348060,110
5549,92
112200,7
190469,168
311324,189
1636,145
276902,210
9745,192
346681,175
323676,175
284536,15
14873,95
38961,36
62764,80
106021,141
9815,4
13654,131
334538,99
335778,96
296065,17
7183,47
6466,136
218784,178
274855,212
11199,228
192149,167
80038,77
8850,220
291870,183
11674,202
9894,42
238603,229
13018,167
9982,142
271718,36
312669,23
445954,218
8914,221
25769,153
12138,171
7303,23
7364,231
9874,81
32985,189
11025,175
291356,217
77987,15
283445,172
395458,161
97020,98
73937,175
4942,23
416051,35
37958,110
9824,220
228973,214
10351,137
390061,162
82505,17
146198,31
274854,220
3597,31
136835,0
8398,151
72207,183
44982,218
333674,59
9266,39
416234,170
17134,181
18502,137
418078,1
109431,97
269795,9
11968,179
23514,7
36648,92
10708,202
15969,95
13969,23
11056,172
9296,104
6723,117
18239,193
258489,226
9728,230
9948,69
7459,32
11638,36
123109,230
9754,167
12096,164
438,190
10280,17
375355,17
325133,233
59965,144
13161,175
540,226
9384,97
9932,97
147441,231
377264,62
228066,66
77953,175
86828,194
10035,23
302688,183
159128,59
10495,61
13690,69
11847,141
36968,206
8831,221
45650,241
306,191
157823,42
27573,7
58431,55
10538,76
9597,221
22620,149
346671,232
11908,232
3489,12
89492,175
11351,17
11519,175
52451,76
228165,21
10136,150
339396,148
10862,43
9530,105
2749,184
10014,60
359412,100
18823,189
375588,76
12118,97
10173,141
11632,43
1441,198
16866,200
107811,233
503619,175
174321,65
10533,43
4442,150
167032,17
224141,180
1705,98
9946,106
115348,42
12569,175
302150,141
9927,163
9767,36
20829,7
400710,174
10679,143
211067,170
10413,117
206192,159
6068,228
10406,135
479,179
2022,188
172,92
8989,206
9600,97
11478,15
24831,62
252680,105
213681,164
266396,25
14248,21
9676,90
14043,234
4327,171
7978,59
1996,189
136911,12
13812,62
114478,235
3603,232
9738,220
14869,92
10066,49
412988,164
14161,18
71679,236
39106,235
11141,84
9383,221
9877,177
10054,228
265010,170
9279,237
10030,109
13056,100
334536,177
11852,109
335777,69
11398,227
345914,175
385332,38
9348,178
57157,7
8867,181
2310,226
68684,137
869,224
503,223
10823,17
9091,223
355008,175
5968,36
9637,149
248574,228
395,140
81836,23
3682,53
262543,212
8849,86
109513,84
41513,21
11074,116
2018,183
23172,202
15159,149
18501,123
184315,226
13673,237
237756,149
401371,190
50359,131
11024,205
19904,17
10092,230
39227,139
10145,153
12192,238
11317,23
1665,56
13505,97
81005,189
257088,100
249070,239
9981,105
439079,170
255157,203
86835,43
6477,58
11258,81
1691,172
338676,137
2176,203
62206,228
9886,224
14223,59
4248,109
60405,114
9569,141
9304,196
209189,97
146238,15
12139,202
12589,208
2928,180
284289,167
408266,20
193687,215
11472,166
9073,226
10040,84
8836,9
11870,202
6877,175
9396,165
336011,53
278924,81
15671,135
353491,137
399131,135
411873,175
11456,47
72331,240
11932,172
485942,89
442062,80
51620,123
13186,17
12620,233
17336,179
44833,92
11467,36
9292,228
329996,241
458723,177
287947,150
500682,15
454294,187
157433,17
456740,189
299534,18
480414,170
447404,196
458156,81
438650,217
